systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
Marvel_getComicById;290;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;TP;TP;0.95;882;432;1314;10000;GPT-4o
Marvel_getComicById;291;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;1066;546;1612;1000;GPT-4o
Marvel_getComicById;292;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1018;492;1510;1000;GPT-4o
Marvel_getComicById;293;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1031;471;1502;10000;GPT-4o
Marvel_getComicById;294;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1027;433;1460;10000;GPT-4o
Marvel_getComicById;295;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1061;393;1454;10000;GPT-4o
Marvel_getComicById;296;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;968;392;1360;10000;GPT-4o
Marvel_getComicById;297;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1076;471;1547;10000;GPT-4o
Marvel_getComicById;298;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;992;438;1430;10000;GPT-4o
Marvel_getComicById;299;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;1090;468;1558;10000;GPT-4o
Marvel_getComicById;300;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1140;428;1568;1000;GPT-4o
Marvel_getComicById;301;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;833;481;1314;10000;GPT-4o
Marvel_getComicById;302;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;TP;TP;0.95;797;386;1183;10000;GPT-4o
Marvel_getComicById;303;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;TP;TP;0.9;784;431;1215;10000;GPT-4o
Marvel_getComicById;304;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;FP;FP;TN;0.8;809;436;1245;10000;GPT-4o
Marvel_getComicById;305;daikon.inv.unary.scalar.LowerBound;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBound;Marvel_getComicById-Specific values;TP;TP;TP;0.95;1011;405;1416;10000;GPT-4o
Marvel_getComicById;306;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;1029;441;1470;10000;GPT-4o
Marvel_getComicById;307;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.85;1021;447;1468;10000;GPT-4o
Marvel_getComicById;308;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;882;452;1334;10000;GPT-4o
Marvel_getComicById;309;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1090;450;1540;10000;GPT-4o
Marvel_getComicById;310;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;1092;434;1526;10000;GPT-4o
Marvel_getComicById;311;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;878;542;1420;10000;GPT-4o
Marvel_getComicById;312;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.8;1087;482;1569;10000;GPT-4o
Marvel_getComicById;313;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;1137;450;1587;10000;GPT-4o
Marvel_getComicById;314;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;835;446;1281;10000;GPT-4o
Marvel_getComicById;315;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;833;435;1268;10000;GPT-4o
Marvel_getComicById;316;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.7;1096;479;1575;10000;GPT-4o
Marvel_getComicById;317;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;858;427;1285;10000;GPT-4o
Marvel_getComicById;318;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;785;495;1280;10000;GPT-4o
YouTube_listVideos;0;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;785;500;1285;10000;GPT-4o
YouTube_listVideos;1;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.95;783;505;1288;10000;GPT-4o
YouTube_listVideos;2;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.8;766;431;1197;10000;GPT-4o
YouTube_listVideos;3;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;767;441;1208;10000;GPT-4o
YouTube_listVideos;4;daikon.inv.binary.twoString.StringEqual;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StringEqual;YouTube_listVideos-String comparisons;FP;TP;FP;0.9;913;389;1302;500;GPT-4o
YouTube_listVideos;5;daikon.inv.binary.twoString.StringEqual;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StringEqual;YouTube_listVideos-String comparisons;FP;FP;TN;0.8;945;477;1422;500;GPT-4o
YouTube_listVideos;6;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.7;808;451;1259;10000;GPT-4o
YouTube_listVideos;7;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.9;742;485;1227;10000;GPT-4o
YouTube_listVideos;8;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;718;430;1148;10000;GPT-4o
YouTube_listVideos;9;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;776;444;1220;10000;GPT-4o
YouTube_listVideos;10;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;773;438;1211;10000;GPT-4o
YouTube_listVideos;11;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.9;796;450;1246;10000;GPT-4o
YouTube_listVideos;12;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;803;529;1332;50;GPT-4o
YouTube_listVideos;13;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.95;642;383;1025;10000;GPT-4o
YouTube_listVideos;14;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;1.0;742;426;1168;10000;GPT-4o
YouTube_listVideos;15;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.9;678;411;1089;10000;GPT-4o
YouTube_listVideos;16;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;1.0;750;473;1223;10000;GPT-4o
YouTube_listVideos;17;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;0.95;747;363;1110;10000;GPT-4o
YouTube_listVideos;18;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.9;727;377;1104;100;GPT-4o
YouTube_listVideos;19;daikon.inv.unary.stringsequence.OneOfStringSequence;Specific values;YouTube_listVideos-daikon.inv.unary.stringsequence.OneOfStringSequence;YouTube_listVideos-Specific values;FP;FP;TN;0.7;1138;471;1609;50;GPT-4o
YouTube_listVideos;20;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.9;678;495;1173;10000;GPT-4o
YouTube_listVideos;21;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.9;816;518;1334;10000;GPT-4o
YouTube_listVideos;22;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.95;919;427;1346;10000;GPT-4o
YouTube_listVideos;23;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;FP;FN;0.9;693;338;1031;10000;GPT-4o
YouTube_listVideos;24;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.8;656;471;1127;10000;GPT-4o
YouTube_listVideos;25;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.8;679;468;1147;10000;GPT-4o
YouTube_listVideos;26;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.8;658;433;1091;10000;GPT-4o
YouTube_listVideos;27;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.8;683;484;1167;10000;GPT-4o
YouTube_listVideos;28;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.95;796;397;1193;10000;GPT-4o
YouTube_listVideos;29;daikon.inv.unary.scalar.OneOfFloat;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfFloat;YouTube_listVideos-Specific values;TP;FP;FN;0.9;747;495;1242;10000;GPT-4o
YouTube_listVideos;30;daikon.inv.unary.scalar.OneOfFloat;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfFloat;YouTube_listVideos-Specific values;FP;FP;TN;0.9;763;392;1155;50;GPT-4o
YouTube_listVideos;31;daikon.inv.unary.scalar.OneOfFloat;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfFloat;YouTube_listVideos-Specific values;FP;FP;TN;0.9;765;448;1213;50;GPT-4o
YouTube_listVideos;32;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.9;739;401;1140;50;GPT-4o
YouTube_listVideos;33;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.9;758;458;1216;50;GPT-4o
YouTube_listVideos;34;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.95;776;484;1260;10000;GPT-4o
YouTube_listVideos;35;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.95;776;439;1215;10000;GPT-4o
YouTube_listVideos;36;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;776;459;1235;10000;GPT-4o
YouTube_listVideos;37;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;776;452;1228;10000;GPT-4o
YouTube_listVideos;38;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.95;779;445;1224;10000;GPT-4o
YouTube_listVideos;39;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;781;483;1264;10000;GPT-4o
YouTube_listVideos;40;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;776;466;1242;10000;GPT-4o
YouTube_listVideos;41;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;776;471;1247;10000;GPT-4o
YouTube_listVideos;42;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;776;414;1190;10000;GPT-4o
YouTube_listVideos;43;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.9;776;438;1214;10000;GPT-4o
YouTube_listVideos;44;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.7;730;482;1212;10000;GPT-4o
YouTube_listVideos;45;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;1.0;757;329;1086;10000;GPT-4o
YouTube_listVideos;46;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;FP;FP;TN;0.9;713;443;1156;100;GPT-4o
YouTube_listVideos;47;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.9;752;415;1167;500;GPT-4o
YouTube_listVideos;48;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;0.9;753;457;1210;10000;GPT-4o
YouTube_listVideos;49;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.8;662;475;1137;10000;GPT-4o
YouTube_listVideos;50;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;0.7;707;452;1159;10000;GPT-4o
YouTube_listVideos;51;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;0.9;812;450;1262;10000;GPT-4o
YouTube_listVideos;52;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;FP;FP;TN;0.7;787;476;1263;50;GPT-4o
YouTube_listVideos;53;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;TP;TP;TP;0.85;874;446;1320;10000;GPT-4o
YouTube_listVideos;54;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;TP;TP;TP;0.9;891;421;1312;10000;GPT-4o
YouTube_listVideos;55;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;TP;TP;TP;0.95;1028;377;1405;10000;GPT-4o
YouTube_listVideos;56;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.9;698;490;1188;50;GPT-4o
YouTube_listVideos;57;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.9;697;419;1116;50;GPT-4o
YouTube_listVideos;58;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.9;712;434;1146;50;GPT-4o
YouTube_listVideos;59;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;0.9;703;518;1221;50;GPT-4o
YouTube_listVideos;60;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.8;860;533;1393;1000;GPT-4o
YouTube_listVideos;61;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.8;861;615;1476;1000;GPT-4o
YouTube_listVideos;62;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;860;558;1418;100;GPT-4o
YouTube_listVideos;63;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.75;860;607;1467;100;GPT-4o
YouTube_listVideos;64;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.85;867;579;1446;100;GPT-4o
YouTube_listVideos;65;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntNonEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.8;875;457;1332;10000;GPT-4o
YouTube_listVideos;66;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.95;860;539;1399;1000;GPT-4o
YouTube_listVideos;67;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.8;859;544;1403;100;GPT-4o
YouTube_listVideos;68;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.7;859;597;1456;100;GPT-4o
YouTube_listVideos;69;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.7;859;600;1459;100;GPT-4o
YouTube_listVideos;70;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.9;906;455;1361;10000;GPT-4o
YouTube_listVideos;71;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;0.8;850;487;1337;10000;GPT-4o
YouTube_listVideos;72;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;TP;FP;0.95;893;507;1400;10000;GPT-4o
YouTube_listVideos;73;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;912;567;1479;10000;GPT-4o
YouTube_listVideos;74;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.7;912;494;1406;10000;GPT-4o
YouTube_listVideos;75;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;912;547;1459;10000;GPT-4o
YouTube_listVideos;76;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.7;912;549;1461;10000;GPT-4o
YouTube_listVideos;77;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;919;523;1442;10000;GPT-4o
YouTube_listVideos;78;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;TP;TP;0.95;924;527;1451;10000;GPT-4o
YouTube_listVideos;79;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.85;912;542;1454;10000;GPT-4o
YouTube_listVideos;80;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.7;912;454;1366;10000;GPT-4o
YouTube_listVideos;81;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;912;522;1434;10000;GPT-4o
YouTube_listVideos;82;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntLessThan;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;0.8;912;510;1422;10000;GPT-4o
