systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;promptTokens;completionTokens;totalTokens;GPT_Model
Marvel_getComicById;264;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;506;530;1036;GPT-4o-mini
Marvel_getComicById;265;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;545;410;955;GPT-4o-mini
Marvel_getComicById;266;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;551;487;1038;GPT-4o-mini
Marvel_getComicById;267;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;541;514;1055;GPT-4o-mini
Marvel_getComicById;268;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;574;505;1079;GPT-4o-mini
Marvel_getComicById;269;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;521;283;804;GPT-4o-mini
Marvel_getComicById;270;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;540;296;836;GPT-4o-mini
Marvel_getComicById;271;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;575;471;1046;GPT-4o-mini
Marvel_getComicById;272;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;577;417;994;GPT-4o-mini
Marvel_getComicById;273;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;558;474;1032;GPT-4o-mini
Marvel_getComicById;274;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;566;434;1000;GPT-4o-mini
Marvel_getComicById;275;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;552;528;1080;GPT-4o-mini
Marvel_getComicById;276;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;604;337;941;GPT-4o-mini
Marvel_getComicById;277;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;606;357;963;GPT-4o-mini
Marvel_getComicById;278;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;608;430;1038;GPT-4o-mini
Marvel_getComicById;279;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;608;492;1100;GPT-4o-mini
Marvel_getComicById;280;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;595;544;1139;GPT-4o-mini
Marvel_getComicById;281;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;593;437;1030;GPT-4o-mini
Marvel_getComicById;282;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;604;477;1081;GPT-4o-mini
Marvel_getComicById;283;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;604;406;1010;GPT-4o-mini
Marvel_getComicById;284;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;595;568;1163;GPT-4o-mini
Marvel_getComicById;285;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;597;401;998;GPT-4o-mini
Marvel_getComicById;286;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;597;504;1101;GPT-4o-mini
Marvel_getComicById;287;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;590;439;1029;GPT-4o-mini
Marvel_getComicById;288;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;622;484;1106;GPT-4o-mini
Marvel_getComicById;289;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;449;515;964;GPT-4o-mini
Marvel_getComicById;290;daikon.inv.unary.string.IsUrl;Specific formats;Marvel_getComicById-daikon.inv.unary.string.IsUrl;Marvel_getComicById-Specific formats;TP;FP;FN;509;391;900;GPT-4o-mini
Marvel_getComicById;291;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;557;529;1086;GPT-4o-mini
Marvel_getComicById;292;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;555;481;1036;GPT-4o-mini
Marvel_getComicById;293;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;567;427;994;GPT-4o-mini
Marvel_getComicById;294;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;558;525;1083;GPT-4o-mini
Marvel_getComicById;295;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;588;521;1109;GPT-4o-mini
Marvel_getComicById;296;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;563;510;1073;GPT-4o-mini
Marvel_getComicById;297;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;579;538;1117;GPT-4o-mini
Marvel_getComicById;298;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;554;459;1013;GPT-4o-mini
Marvel_getComicById;299;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;558;397;955;GPT-4o-mini
Marvel_getComicById;300;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;560;425;985;GPT-4o-mini
Marvel_getComicById;301;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;587;436;1023;GPT-4o-mini
Marvel_getComicById;302;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;FP;FN;524;289;813;GPT-4o-mini
Marvel_getComicById;303;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;TP;FP;FN;511;350;861;GPT-4o-mini
Marvel_getComicById;304;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;FP;FP;TN;528;348;876;GPT-4o-mini
Marvel_getComicById;305;daikon.inv.unary.scalar.LowerBound;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBound;Marvel_getComicById-Specific values;TP;FP;FN;510;345;855;GPT-4o-mini
Marvel_getComicById;306;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;566;513;1079;GPT-4o-mini
Marvel_getComicById;307;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;557;523;1080;GPT-4o-mini
Marvel_getComicById;308;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;540;275;815;GPT-4o-mini
Marvel_getComicById;309;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;575;528;1103;GPT-4o-mini
Marvel_getComicById;310;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;577;470;1047;GPT-4o-mini
Marvel_getComicById;311;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;531;387;918;GPT-4o-mini
Marvel_getComicById;312;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;568;573;1141;GPT-4o-mini
Marvel_getComicById;313;daikon.inv.binary.twoScalar.IntLessEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntLessEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;558;373;931;GPT-4o-mini
Marvel_getComicById;314;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;587;490;1077;GPT-4o-mini
Marvel_getComicById;315;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;587;473;1060;GPT-4o-mini
Marvel_getComicById;316;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;587;393;980;GPT-4o-mini
Marvel_getComicById;317;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;612;424;1036;GPT-4o-mini
Marvel_getComicById;318;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;TP;FP;FN;457;411;868;GPT-4o-mini
YouTube_listVideos;0;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;558;433;991;GPT-4o-mini
YouTube_listVideos;1;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;556;361;917;GPT-4o-mini
YouTube_listVideos;2;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;539;408;947;GPT-4o-mini
YouTube_listVideos;3;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;540;365;905;GPT-4o-mini
YouTube_listVideos;4;daikon.inv.binary.twoString.StringEqual;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StringEqual;YouTube_listVideos-String comparisons;FP;FP;TN;483;351;834;GPT-4o-mini
YouTube_listVideos;5;daikon.inv.binary.twoString.StringEqual;String comparisons;YouTube_listVideos-daikon.inv.binary.twoString.StringEqual;YouTube_listVideos-String comparisons;FP;FP;TN;483;391;874;GPT-4o-mini
YouTube_listVideos;6;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;530;345;875;GPT-4o-mini
YouTube_listVideos;7;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;515;370;885;GPT-4o-mini
YouTube_listVideos;8;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;491;372;863;GPT-4o-mini
YouTube_listVideos;9;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;549;376;925;GPT-4o-mini
YouTube_listVideos;10;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;546;426;972;GPT-4o-mini
YouTube_listVideos;11;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;TP;FP;FN;569;427;996;GPT-4o-mini
YouTube_listVideos;12;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntEqual;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;470;469;939;GPT-4o-mini
YouTube_listVideos;13;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;415;372;787;GPT-4o-mini
YouTube_listVideos;14;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;471;297;768;GPT-4o-mini
YouTube_listVideos;15;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;451;350;801;GPT-4o-mini
YouTube_listVideos;16;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;477;305;782;GPT-4o-mini
YouTube_listVideos;17;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;FP;FN;472;310;782;GPT-4o-mini
YouTube_listVideos;18;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;463;308;771;GPT-4o-mini
YouTube_listVideos;19;daikon.inv.unary.stringsequence.OneOfStringSequence;Specific values;YouTube_listVideos-daikon.inv.unary.stringsequence.OneOfStringSequence;YouTube_listVideos-Specific values;FP;FP;TN;893;409;1302;GPT-4o-mini
YouTube_listVideos;20;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;451;413;864;GPT-4o-mini
YouTube_listVideos;21;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;589;396;985;GPT-4o-mini
YouTube_listVideos;22;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;692;396;1088;GPT-4o-mini
YouTube_listVideos;23;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;FP;FN;429;297;726;GPT-4o-mini
YouTube_listVideos;24;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;429;275;704;GPT-4o-mini
YouTube_listVideos;25;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;452;429;881;GPT-4o-mini
YouTube_listVideos;26;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;431;370;801;GPT-4o-mini
YouTube_listVideos;27;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;456;397;853;GPT-4o-mini
YouTube_listVideos;28;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;TP;TP;569;301;870;GPT-4o-mini
YouTube_listVideos;29;daikon.inv.unary.scalar.OneOfFloat;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfFloat;YouTube_listVideos-Specific values;TP;FP;FN;481;378;859;GPT-4o-mini
YouTube_listVideos;30;daikon.inv.unary.scalar.OneOfFloat;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfFloat;YouTube_listVideos-Specific values;FP;FP;TN;482;415;897;GPT-4o-mini
YouTube_listVideos;31;daikon.inv.unary.scalar.OneOfFloat;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfFloat;YouTube_listVideos-Specific values;FP;FP;TN;483;322;805;GPT-4o-mini
YouTube_listVideos;32;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;463;317;780;GPT-4o-mini
YouTube_listVideos;33;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;494;271;765;GPT-4o-mini
YouTube_listVideos;34;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;337;846;GPT-4o-mini
YouTube_listVideos;35;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;390;899;GPT-4o-mini
YouTube_listVideos;36;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;346;855;GPT-4o-mini
YouTube_listVideos;37;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;348;857;GPT-4o-mini
YouTube_listVideos;38;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;511;433;944;GPT-4o-mini
YouTube_listVideos;39;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;512;343;855;GPT-4o-mini
YouTube_listVideos;40;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;363;872;GPT-4o-mini
YouTube_listVideos;41;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;319;828;GPT-4o-mini
YouTube_listVideos;42;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;382;891;GPT-4o-mini
YouTube_listVideos;43;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;509;383;892;GPT-4o-mini
YouTube_listVideos;44;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;466;429;895;GPT-4o-mini
YouTube_listVideos;45;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;TP;TP;TP;483;321;804;GPT-4o-mini
YouTube_listVideos;46;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;FP;FP;TN;450;286;736;GPT-4o-mini
YouTube_listVideos;47;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;477;297;774;GPT-4o-mini
YouTube_listVideos;48;daikon.inv.unary.string.OneOfString;Specific values;YouTube_listVideos-daikon.inv.unary.string.OneOfString;YouTube_listVideos-Specific values;FP;FP;TN;480;341;821;GPT-4o-mini
YouTube_listVideos;49;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;435;344;779;GPT-4o-mini
YouTube_listVideos;50;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;480;337;817;GPT-4o-mini
YouTube_listVideos;51;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;TP;FP;FN;585;356;941;GPT-4o-mini
YouTube_listVideos;52;daikon.inv.unary.scalar.OneOfScalar;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.OneOfScalar;YouTube_listVideos-Specific values;FP;FP;TN;542;365;907;GPT-4o-mini
YouTube_listVideos;53;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;TP;FP;FN;444;344;788;GPT-4o-mini
YouTube_listVideos;54;daikon.inv.unary.scalar.LowerBound;Specific values;YouTube_listVideos-daikon.inv.unary.scalar.LowerBound;YouTube_listVideos-Specific values;TP;FP;FN;440;350;790;GPT-4o-mini
YouTube_listVideos;55;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;TP;FP;FN;445;398;843;GPT-4o-mini
YouTube_listVideos;56;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;472;477;949;GPT-4o-mini
YouTube_listVideos;57;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;471;394;865;GPT-4o-mini
YouTube_listVideos;58;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;486;425;911;GPT-4o-mini
YouTube_listVideos;59;daikon.inv.binary.sequenceString.MemberString;Array properties;YouTube_listVideos-daikon.inv.binary.sequenceString.MemberString;YouTube_listVideos-Array properties;FP;FP;TN;477;422;899;GPT-4o-mini
YouTube_listVideos;60;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;YouTube_listVideos-daikon.inv.binary.twoScalar.IntGreaterThan;YouTube_listVideos-Arithmetic comparisons;FP;FP;TN;515;441;956;GPT-4o-mini
